@relation R_data_frame

@attribute ID string
@attribute Tweet string
@attribute Affect_Dimension string
@attribute Intensity_Class {0,1,2,3}
@attribute mpqa-posCount numeric
@attribute mpqa-negCount numeric
@attribute BingLiu-posCount numeric
@attribute BingLiu-negCount numeric
@attribute AFINN-posScore numeric
@attribute AFINN-negScore numeric
@attribute S140-posScore numeric
@attribute S140-negScore numeric
@attribute NRC-Hash-Sent-posScore numeric
@attribute NRC-Hash-Sent-negScore numeric
@attribute NRC-10-anger numeric
@attribute NRC-10-anticipation numeric
@attribute NRC-10-disgust numeric
@attribute NRC-10-fear numeric
@attribute NRC-10-joy numeric
@attribute NRC-10-sadness numeric
@attribute NRC-10-surprise numeric
@attribute NRC-10-trust numeric
@attribute NRC-10-negative numeric
@attribute NRC-10-positive numeric
@attribute NRC-10-Expanded-anger numeric
@attribute NRC-10-Expanded-anticipation numeric
@attribute NRC-10-Expanded-disgust numeric
@attribute NRC-10-Expanded-fear numeric
@attribute NRC-10-Expanded-joy numeric
@attribute NRC-10-Expanded-sadness numeric
@attribute NRC-10-Expanded-surprise numeric
@attribute NRC-10-Expanded-trust numeric
@attribute NRC-10-Expanded-negative numeric
@attribute NRC-10-Expanded-positive numeric
@attribute NRC-Hash-Emo-anger numeric
@attribute NRC-Hash-Emo-anticipation numeric
@attribute NRC-Hash-Emo-disgust numeric
@attribute NRC-Hash-Emo-fear numeric
@attribute NRC-Hash-Emo-joy numeric
@attribute NRC-Hash-Emo-sadness numeric
@attribute NRC-Hash-Emo-surprise numeric
@attribute NRC-Hash-Emo-trust numeric
@attribute SentiWordnet-posScore numeric
@attribute SentiWordnet-negScore numeric
@attribute Emoticons-posScore numeric
@attribute Emoticons-negScore numeric
@attribute Negation-negationCount numeric
@attribute neg_anger numeric
@attribute neg_disgust numeric
@attribute neg_fear numeric
@attribute neg_joy numeric
@attribute neg_sadness numeric
@attribute neg_surprise numeric
@attribute neg_trust numeric
@attribute neg_anticipation numeric
@attribute class_anger_binary {0,1}
@attribute class_anger_trinary {0,1,2}

@data
2017-En-11591,'Ive always wondered how long Angelina put up with Brad\"s crap. Not gon lie Ã°Å¸Ëœ? #bitter',anger,2,0,2,0,2,0,-3,2.804,-3.487,4.167,-6.589,1,1,2,0,0,1,0,0,2,0,0.730084,0.476899,0.452682,0.69017,0.500255,0.404935,0.364623,0.702245,2.595402,1.465793,1.852299,2.235162,1.230187,0.038742,0.430058,0.476031,0.513545,1.850852,0.280258,-0.688889,0,0,1,-1,-2,-0,-0,-1,-0,-0,-1,1,1
2017-En-10052,'@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge',anger,3,0,2,0,2,0,-6,1.316,-2.521,1.892,-1.967,2,0,2,2,0,2,0,0,2,0,0.264237,0.265763,0.21615,0.199848,0.368146,0.107886,0.168725,0.44953,1.211694,1.150328,1.086067,0.01725,2.403607,0,0,0.971962,0,0.254124,0.017857,-0.666667,0,0,0,2,2,2,0,2,0,0,0,1,2
2017-En-10968,'Point scorning and fury at Labor does nothing to address long term detention and the need to resettle #asylumseekers from #manus and #Nauru',anger,1,0,2,0,1,0,-2,0.811,-2.992,3.261,-4.273,1,2,0,1,1,2,1,1,2,1,0.545008,0.480275,0.392936,0.516182,0.250215,0.233208,0.179804,0.540084,1.948905,1.332828,3.215322,0.231813,0.48291,1.221264,0.90528,0,0.095766,0.795706,0.257955,-0.372222,0,0,1,-1,-0,-1,-1,-2,-1,-1,-2,0,2
2017-En-10032,'I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed ',anger,3,1,1,0,1,0,-2,1.972,-4.495,1.834,-5.903,1,0,1,0,0,0,0,1,1,0,1.100326,0.802113,1.098615,1.002382,0.933259,0.617555,0.512545,0.838905,4.203553,2.273131,1.24468,2.553563,1.560701,0.731545,1.256112,0.062651,2.092849,0.226694,1.123053,-1.270833,0,0,1,-1,-1,-0,-0,-0,-0,-1,-0,1,2
2017-En-10879,'@TrueAggieFan oh so that\"s where Brian was! Where was my invite? ',anger,1,0,0,0,0,1,0,1.419,-1.926,0.747,-2.219,0,1,0,0,1,0,1,1,0,1,0.91152,0.553969,0.812976,0.947355,0.576666,0.529468,0.433841,0.8129,3.123784,1.715258,0.067707,0.979107,0.619792,0.735617,0,0,0.720946,1.213221,0.09375,0,0,0,0,0,0,0,1,0,1,1,1,0,2
2017-En-11172,'@SwiftShimada SPARKLES, proud little huff. Still posing mind you.',anger,1,1,2,1,0,5,0,4.246,-1.991,2.547,-1.675,1,1,1,0,1,0,0,1,1,1,0.466728,0.479153,0.254284,0.36232,0.531134,0.167958,0.276585,0.587517,1.866004,1.432125,0.073887,0,1.077255,0.095018,0.4145,0,1.846662,1.021903,0.47128,-1.530357,0,0,0,1,1,0,1,0,0,1,1,0,2
2017-En-10755,'I wish the next madden has a story mode too. Just like Fifa 17 #madden',anger,0,3,2,1,1,3,0,0.952,-2.949,0.639,-2.494,1,0,0,1,0,0,0,0,1,0,0.790273,0.653276,0.913402,0.888232,0.365039,0.447642,0.477961,0.527143,3.195143,0.985539,1.601074,0.816717,0.245608,0.679153,0.188926,0.612014,0.654995,0,2.01994,-0.313988,0,0,0,1,0,1,0,0,0,0,0,0,0
2017-En-11698,'Id love 2 c Gyimah in action but his coach is holding a grudge against him!',anger,2,1,2,1,1,3,0,2.29,-2.175,2.064,-2.376,1,0,0,0,1,0,0,1,1,2,0.908525,0.479142,0.389278,0.672414,0.394791,0.305713,0.20436,0.602928,2.330306,1.379147,0.833878,1.109933,0.411118,0.011449,0.621443,0.307797,0.372719,0.400647,1.362157,-0.166667,0,0,0,1,0,0,1,0,0,1,0,1,1
2017-En-10473,'Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul',anger,2,1,2,1,1,3,0,3.092,-2.383,4.682,-7.682,0,1,0,0,1,0,1,1,1,1,1.05709,0.611041,0.862688,1.035871,0.455413,0.605227,0.664125,0.712033,4.354531,1.479767,0.360915,0.220347,0.03511,0.799274,0.777965,0.254765,0.984958,0.188609,1.10988,-0.391667,0,0,0,0,0,0,1,0,1,1,1,1,1
2017-En-10579,'@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It\"ll still be stronger than fury though',anger,2,1,2,1,2,4,-2,2.946,-2.515,4.279,-2.721,2,0,0,1,0,1,0,0,2,0,0.896984,1.34093,0.561314,0.843761,0.85319,0.438807,0.57558,1.673396,3.657261,3.161853,2.561816,0.247498,0,0.925013,0.709231,0.124179,1.284921,1.979492,0.375,-1.184821,0,0,0,2,0,1,0,1,0,0,0,1,1
2017-En-10308,'@everycolorbot more like every color looks the same #triggered #colorblind #offended',anger,2,1,0,1,0,2,0,0.743,-0.21,0.434,-1.872,0,0,0,0,0,0,0,0,0,0,0.61588,0.305802,0.766745,0.661107,0.332543,0.288813,0.235783,0.356383,1.886938,0.935415,0.317348,0.326228,0.245608,0,0,0.041469,0.404726,0,1.195833,-0.0125,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11008,'After what just happened. In need to smoke. ',anger,2,1,0,0,1,0,0,0.117,-2.499,0.476,-2.211,0,0,0,0,0,0,0,0,0,0,0.831461,0.46411,0.58217,0.719128,0.15323,0.47161,0.297728,0.368211,2.981126,0.691788,0.18977,0.220347,1.344453,0.138215,0.0245,0.170411,0,0,0.915774,-0.152083,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11537,'@Kailyew hahah tiff sent me that tooÃ°Å¸Ëœâ€š',anger,0,0,0,0,0,0,0,1.15,-0.183,0.324,-1.303,1,0,0,0,0,0,0,0,1,0,0.401761,0.246835,0.43975,0.333691,0.231531,0.191241,0.226586,0.34423,1.473667,0.631882,0.126607,0.146012,0.203931,0.310967,0,0,0.263864,0,0,-0.125,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-En-11610,'as someone that\"s struggled w EDs since i was 7y/o, i resent everyone who\"s making a spectacle of a certain youtuber who has severe anorexia',anger,2,0,2,0,3,1,-4,4.412,-5.542,2.547,-7.937,1,0,0,0,0,0,0,0,2,1,1.857607,0.990421,1.690958,2.141792,0.776734,1.392825,0.638955,1.880369,6.716323,3.26352,2.098149,0,2.303854,0.491551,0.088842,0.165877,1.554063,0.193227,0.0625,-1.569643,0,0,0,1,0,0,0,0,0,0,0,1,1
2017-En-10151,'I can definitely feel my irritation today, lord give me strength',anger,3,1,1,0,1,2,0,1.887,-2.807,3.677,-1.653,1,0,2,0,0,1,0,2,2,2,0.401433,0.430724,0.275656,0.324666,0.416927,0.216733,0.254433,0.590795,1.713601,1.38324,1.419024,0,0.140418,0.501403,2.147477,0.485615,0.516641,1.915231,0.718056,-0.560104,0,0,0,1,2,0,0,1,0,2,0,1,2
2017-En-11567,'These people irritate tf out of me I swear Ã°Å¸â„¢â€ž I\"m goin to sleep Ã¢Å“Å’Ã°Å¸?Â¾Ã¯Â¸?',anger,3,0,2,0,1,0,-5,0.83,-3.189,0.759,-6.173,0,0,0,0,0,0,0,1,0,1,1.153954,0.543917,0.647898,0.962559,0.250162,0.65834,0.245279,0.50393,3.609191,1.005655,3.13133,0,1.529195,0.42541,0,0.136251,0,0,0.1875,-1.02178,0,0,0,0,0,0,0,0,0,1,0,1,2
2017-En-11198,'Yo gurls Dm for a tribute Ã°Å¸ËœÅ“Ã°Å¸â€™Â¦ #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow',anger,2,1,0,0,0,2,0,1.502,-0.219,0.782,-1.794,0,0,0,0,0,0,0,0,0,1,0.252382,0.25462,0.186806,0.183687,0.153391,0.072706,0.174389,0.257445,0.954171,0.719338,0,0.431123,0,0.053112,0,0.345007,0.908263,0.761148,0.3125,-0.354167,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11493,'@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema',anger,2,0,2,0,2,0,0,0.941,-3.213,2.687,-1.194,0,0,0,0,0,0,0,0,0,0,1.934274,0.515925,1.328201,1.75324,0.287299,1.314014,0.422555,0.5894,4.794716,1.095476,2.756567,0.636357,0.054813,0.943585,0.856097,1.136548,0.554376,0,0.40625,-0.125,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11500,'@politicalTigres @Saifullah_Uchvi welcome ji . sorry for words that irritate u',anger,2,1,2,1,2,2,-4,4.35,-2.046,0.711,-4.523,1,0,0,0,0,0,0,0,1,0,1.173048,0.977204,0.703143,0.849153,1.214255,0.921611,0.586357,1.185523,3.158447,2.552292,1.516526,0.061206,0.342992,0.053112,0.469234,0.312772,0.101771,0.990077,0.583333,-0.670833,0,0,0,1,0,0,0,0,0,0,0,1,1
2017-En-10299,'@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ',anger,2,0,0,0,0,0,0,1.582,-4.44,2.836,-1.239,0,0,0,0,0,0,0,0,0,1,1.280307,0.941657,0.772024,0.841578,0.712438,0.539823,0.634828,1.011157,4.556396,2.29891,0.690198,1.222355,0.447028,0.382925,0.272647,0,1.60542,0,0.4375,-0.479167,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11581,'Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her',anger,2,3,2,1,2,0,-3,3.609,-2.592,5.173,-1.77,1,2,1,0,2,1,0,2,1,2,1.439837,0.919364,0.699996,0.977543,1.367417,0.384716,0.750501,1.128318,3.226879,2.865232,2.629083,0.681389,1.33755,0.60465,0.726421,0.331184,4.049619,0.106582,2.452512,-0.322917,0,0,0,1,1,0,2,1,0,2,2,1,1
2017-En-10821,'GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED ',anger,0,1,0,1,0,3,0,1.418,-2.808,1.986,-1.652,0,1,0,0,1,0,1,1,0,1,0.45682,0.684014,0.256675,0.448906,0.391981,0.384245,0.278591,0.517466,1.343753,1.093485,0.020153,1.878613,0.117342,1.696458,0.924149,0.072825,0.618084,0.0047,0.21875,-0.416667,0,0,1,-0,-0,-0,-1,-0,-1,-1,-1,0,0
2017-En-40505,'@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today',anger,0,0,2,0,3,0,0,0.715,-2.918,0.75,-2.03,1,0,1,0,0,3,0,0,3,0,0.393797,0.480988,0.425153,0.461288,0.378502,0.214845,0.331285,0.556615,1.669556,1.322838,1.175534,0.341098,1.042219,0.309937,1.157316,0.072825,1.465054,0.166457,0.199292,-1.083333,0,0,0,1,1,0,0,3,0,0,0,0,0
2017-En-11015,'@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY',anger,0,0,1,0,0,0,0,4.885,-2.584,2.778,-5.54,0,0,0,0,0,0,0,0,0,0,1.24893,0.840944,0.694123,1.050405,0.978256,0.897522,0.656457,1.577456,4.545127,3.120663,0.873586,1.172793,0.859499,0.529159,1.644518,0.141006,0.961646,0.613828,0.201488,-0.791667,0,0,2,-0,-0,-0,-0,-0,-0,-0,-0,0,0
2017-En-11046,'Favourite quote of the year so far is by @ameliameech \"I swore at a parsnip\" Ã°Å¸Ëœâ€š #raging',anger,0,0,1,0,0,2,0,8.837,-1.842,3.728,-3.14,0,1,0,0,0,0,1,0,1,1,0.681298,0.495537,0.666073,0.81034,0.572936,0.350659,0.345561,0.690795,3.17657,1.663807,1.597849,0.493558,0,0,0.529695,0.209195,0.732526,0.10513,0.4125,-0.333333,0,0,0,0,0,0,0,0,1,0,1,0,0
2017-En-10130,'@edquinn63 how can you even forget to pick ur fave child up from school #offended',anger,3,1,1,1,0,0,-1,3.208,-1.509,1.493,-4.164,0,1,0,0,1,0,0,1,1,2,0.497786,0.56446,0.389345,0.382669,0.566732,0.220548,0.287171,0.845262,1.816463,1.832035,0.42436,0.000644,1.447531,0.313893,0.172612,0.729687,0.363345,0.433682,0.551786,-0.221875,0,0,0,0,0,0,1,0,0,1,1,1,2
2017-En-11667,'@StrangeFacesLA why doesn\"t this account follow me #offended',anger,3,0,0,0,0,0,0,1.9,-2.119,0.047,-4.588,0,0,0,0,0,0,0,1,0,0,0.643276,0.287656,0.478653,0.552626,0.207375,0.359362,0.194484,0.474842,2.296711,0.831238,1.092828,0,0.321305,0,0,0.960717,0.043454,1.127996,0.249264,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2017-En-10655,'@rabpeel snap, seems to be a problem here',anger,0,0,1,0,1,0,-2,0.336,-0.833,0.417,-1.462,0,0,0,1,0,1,0,0,1,0,0.320077,0.412901,0.177899,0.233272,0.281857,0.130899,0.205477,0.436148,1.221625,1.048089,0.205413,0.243449,0.13732,0.156994,0,0.362722,0.230098,0.333382,0.15749,-0.416667,0,0,0,0,0,1,0,1,0,0,0,0,0
2017-En-11206,'2 biggest fears: incurable STD\"s and pregnancy...I mean, they\"re basically the same thing anyway #forlife #annoying  #weirdsmells',anger,1,0,1,0,1,0,0,7.68,-2.544,2.116,-7.195,1,0,2,1,0,1,0,0,2,0,1.271412,0.761122,0.985497,1.760501,0.350946,0.818644,0.434271,1.008973,5.304715,1.552818,2.100201,0.851184,2.857215,2.08175,0,0.176768,0.028781,0.577398,0.569048,-0.165774,0,0,0,1,2,1,0,1,0,0,0,0,2
2017-En-10041,'@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn\"t happen!!!! #fuming',anger,3,3,0,2,0,3,0,5.627,-3.349,2,-7.153,0,1,0,0,1,0,0,1,0,2,1.221364,1.378856,0.89797,1.031653,1.466681,0.554882,0.780731,1.380365,3.987603,3.747603,3.220104,1.026657,0.269701,1.296208,0.857999,0.087435,0.864461,1.217671,0.933469,-0.607961,0,0,1,-0,-0,-0,-1,-0,-0,-1,-1,1,2
2017-En-11146,'Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you\"ll be absolutely miserable with the .',anger,1,3,1,1,1,1,-3,5.03,-5.742,3.263,-3.125,1,0,1,0,0,1,0,0,1,0,1.128373,1.371423,0.724669,1.072045,1.140755,0.547391,0.561296,1.731704,3.96885,3.82237,0.696688,0.205745,1.621372,0.411249,0.607601,1.230585,1.371748,0.774584,1.220889,-1.429861,0,0,0,1,1,0,0,1,0,0,0,0,2
2017-En-40228,'Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness',anger,2,1,0,0,0,0,0,3.622,-3.399,3.693,-3.847,0,2,0,0,1,0,0,1,0,2,0.51576,0.709781,0.30446,0.498077,0.617728,0.20344,0.254354,1.057805,1.194764,1.863187,1.451782,2.436311,1.516668,0.448314,1.303485,2.233528,2.120565,0,0.41875,-0.0625,0,0,0,0,0,0,1,0,0,1,2,1,1
2017-En-10802,'I forgot about this nice area down here with the fiery hearths',anger,0,2,1,2,0,3,-1,1.37,-2.111,1.992,-0.917,0,0,0,0,0,0,0,0,0,0,0.884909,0.667366,0.608078,1.120483,0.700875,0.529588,0.34835,0.567616,2.920184,1.318651,1.166302,0.406596,0,0.310824,0.313686,0.045591,0.41176,0,1.091667,-0.317956,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-10122,'@ChronAVT ummm, the blog says \"with Simon Stehr faking 7th\"...I\"ll expect an investigation forthwith. This is an #outrage',anger,3,0,0,0,0,0,-3,5.168,-1.174,1.932,-6.877,0,2,0,0,0,0,1,1,0,1,1.656744,1.068069,1.295658,1.499815,0.625659,0.71201,0.487109,1.46445,5.401849,2.234536,1.077072,2.731636,1.305721,0.489933,0.938172,0,1.037394,0.577725,0.045833,-0.4375,0,0,0,0,0,0,0,0,1,1,2,1,2
2017-En-11101,'@Who_JN I\"ve been having a quad shot every day and can sleep right after... it\"s time to detox Ã°Å¸Ëœâ€¦ I get raging migraines without coffee :/',anger,1,1,1,1,1,0,0,2.614,-7.066,4.851,-3.126,2,1,1,2,0,1,1,0,2,0,1.278892,1.10525,1.316751,1.44035,0.784007,1.35151,0.615237,1.089234,6.359017,2.540556,2.624891,0,0.350319,0.623069,1.232227,0.390274,0.888153,0,1.481958,-0.686486,0,-2,0,2,1,2,0,1,1,0,1,0,2
2017-En-11423,'Circle K is dead to me. I hate your new slushie machine. #irate #livid',anger,3,0,2,0,2,0,-6,2.528,-4.648,4.237,-7.596,1,0,1,1,0,1,0,1,1,0,0.822954,0.438542,0.837969,1.196788,0.349026,1.096585,0.261005,0.567511,3.120641,1.281296,3.767625,0.60487,0.861519,0.015613,0.213647,0.397932,0.00592,1.209501,0.181548,-1.564615,0,0,0,1,1,1,0,1,0,1,0,1,2
2017-En-10892,'@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy',anger,3,0,1,0,1,0,-3,2.222,-3.024,0.358,-9.337,0,0,0,0,0,0,0,0,0,0,0.991054,0.626315,1.260299,1.078291,0.483864,0.779831,0.380508,0.791581,3.274922,1.508099,1.45059,0.167005,2.89191,0.297071,0,0.849497,0.049374,0.421944,0,-1.989583,0,0,0,0,0,0,0,0,0,0,0,1,2
2017-En-10905,'Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching',anger,2,0,2,0,1,0,-4,0.565,-5.523,1.946,-6.478,0,0,0,0,0,0,1,0,0,0,0.999342,0.766571,0.876419,1.353334,0.39846,0.813886,0.372676,0.713952,3.407751,1.25138,1.551259,0,1.535455,2.444514,0,0,1.458172,0.243748,0.711806,-0.583333,0,0,0,0,0,0,0,0,1,0,0,1,1
2017-En-10920,'Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn\"t need this. #rant ',anger,2,1,2,0,1,3,-4,2.746,-8.344,3.365,-19.297,0,0,0,0,0,0,0,0,1,1,2.349141,0.938017,2.061484,1.64049,0.55032,1.290681,0.512929,0.996207,7.257355,2.084569,4.777608,0.327891,1.933191,0.449251,0.222374,0.210218,0.546464,0.456847,1.309232,-0.820833,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-10737,'Lot 100 would give Ghandi road rage',anger,0,0,1,0,1,0,-2,1.824,0,2.056,-1.281,1,0,0,0,0,0,0,0,1,0,0.334407,0.367571,0.082235,0.205196,0.361494,0.188424,0.224231,0.488688,0.618379,0.824795,1.328035,0,0.022884,0.222618,0.00332,0,0.429107,0.321688,0,-0.40058,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-En-11219,'Forever raging Ã°Å¸Ëœ?Ã°Å¸Ëœâ€šÃ°Å¸ËœÂ­',anger,3,0,1,0,1,0,0,0,-0.616,0.712,0,1,0,1,1,0,0,0,0,1,0,0.056828,0.059187,0.018679,0.084567,0.118751,0.131079,0.04273,0.124608,0.24031,0.177526,0.884221,0,0,0,0,0.335765,0,0.014979,0,-0.322917,0,0,0,1,1,1,0,0,0,0,0,1,2
2017-En-10929,'Just seeing Alex revells face gets me angry',anger,2,1,1,0,1,0,-3,0.611,-1.842,0.568,-0.904,1,0,1,0,0,0,0,0,1,0,0.357213,0.269834,0.178781,0.259268,0.186688,0.165916,0.212202,0.247886,1.073265,0.408309,1.809,0,0.793102,0,0.152394,0.143604,0.201906,0.142089,0.915774,-0.864583,0,0,0,1,1,0,0,0,0,0,0,1,1
2017-En-10360,'@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage',anger,2,0,0,0,0,0,0,1.582,-4.44,2.836,-1.239,0,0,0,0,0,0,0,0,0,1,1.280307,0.941657,0.772024,0.841578,0.712438,0.539823,0.634828,1.011157,4.556396,2.29891,0.690198,1.222355,0.447028,0.382925,0.272647,0,1.60542,0,0.4375,-0.479167,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-41480,'Does she really need to pout all the time - getting on my nerves #GBBO',anger,3,0,1,0,1,0,-1,0.85,-3.974,1.179,-3.489,0,1,0,0,0,0,0,0,0,0,1.096673,0.659946,0.677788,0.662339,0.319236,0.462368,0.317523,0.582182,3.465139,1.137271,2.197616,0,0.300137,1.2506,0.125975,0,0.290253,0,1.254167,-0.325,0,0,0,0,0,0,0,0,0,0,1,1,2
2017-En-10923,'Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins\", mate.',anger,0,0,0,0,0,0,0,3.735,-2.593,5.231,-4.351,0,1,0,0,0,0,0,1,0,1,1.223344,0.837173,0.819109,1.098486,0.543741,0.523759,0.457515,1.045223,4.294633,1.92201,0.707286,2.803423,1.992045,1.11942,0.082285,0,1.674352,0,0.849463,-0.89678,0,0,0,0,0,0,0,0,0,1,1,0,0
2017-En-10450,'@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.',anger,2,4,1,3,1,1,-2,5.61,-1.434,0.928,-6.742,1,1,0,0,1,0,0,2,1,3,1.12647,0.875194,0.8043,1.037609,0.5039,0.553065,0.578818,1.430662,4.367313,2.324605,2.259015,0.16771,0.767242,2.022595,0.420578,0,0.821239,0.28169,2.058333,-0.639583,0,0,1,-1,-0,-0,-1,-0,-0,-2,-1,1,1
2017-En-11417,'@Mick727XD I know your furious, i am too, but just stop fucking moaning. We didn\"t win until the 7th game last season and where we finished.',anger,3,1,3,1,2,4,-10,3.52,-6.067,3.07,-5.493,1,0,1,0,0,0,0,0,1,0,2.577952,1.528587,1.770543,1.758034,1.14876,1.209408,1.095742,1.446608,7.280751,3.483373,3.102364,1.641127,0.947995,1.759729,0.457975,0.571339,1.3051,0.302585,1.717321,-0.951105,0,0,0,1,1,0,0,0,0,0,0,1,2
2017-En-11083,'Congrats to #Nicole #bb18 ... Fix that nose now Ã°Å¸Ëœâ€™Ã°Å¸â€™?Ã°Å¸?Â» #bitter #petty',anger,2,0,0,0,0,2,0,1.991,-2.554,1.725,-8.074,0,0,1,0,0,0,0,0,0,0,0.202209,0.681223,0.335497,0.258012,0.783103,0.106612,0.2206,0.507985,1.100366,1.229481,1.519319,0.461874,1.525873,0,0.704116,0.141141,0.201056,0.294484,0.148065,-0.365278,0,0,0,0,1,0,0,0,0,0,0,1,1
2017-En-11148,'Me and these burns that I pick up off the pitches don\"t get on at all like Ã°Å¸ËœÂ¢Ã°Å¸ËœÂ¢ ',anger,1,1,0,1,1,2,0,0.926,-2.952,2.467,-4.789,0,0,0,0,0,0,0,1,0,2,1.494507,0.579337,1.584027,1.481403,0.404011,0.658363,0.420013,0.694131,4.751217,1.431412,2.617492,0,1.038073,0.095761,0,0,0.165171,0,1.602066,-1.157292,0,0,0,0,0,0,0,0,0,1,0,0,2
2017-En-40208,'@happyandbashful Flirt, simper, pout, repeat. Yuck.',anger,2,0,2,0,2,0,0,1.941,-2.61,1.654,-4.299,0,1,0,0,1,0,1,1,1,1,0.6516,0.252713,1.154974,0.386207,0.229628,0.408718,0.205619,0.35356,2.771432,0.871905,1.711121,0,2.145292,0.130635,0,0,0.095716,0.010065,0.270833,-0.1875,0,0,0,0,0,0,1,0,1,1,1,1,1
2017-En-10522,'Since the \"update\" my @iPhone loses power nearly 40\% faster. ',anger,1,0,0,1,1,0,0,1.754,-2.042,2.18,-2.199,0,0,0,0,0,0,0,0,0,0,1.231708,0.638371,0.725187,1.113407,0.375736,0.859222,0.428923,0.732669,3.328348,1.677262,0.840391,1.075071,0.160137,2.02507,0,0.790445,0.120143,0,0.088542,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-10600,'@marthalyssa yep. LOL #bitter',anger,1,1,0,0,0,3,0,1.245,-0.062,0.281,-2.716,0,0,0,0,0,0,0,0,0,0,0.286534,0.161404,0.322444,0.197237,0.194735,0.066923,0.169917,0.285067,1.109595,0.530055,0.854551,0.151824,0.598216,0,0,0.141141,0.247315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-10259,'@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.',anger,2,0,2,0,2,0,-4,2.963,-2.449,1.717,-10.039,0,0,0,0,0,0,0,0,0,0,1.95812,0.647951,1.482004,1.60857,0.443076,1.219911,0.381229,0.773203,4.888339,1.852975,0.594961,1.989545,2.432176,0,0,0,0.827906,1.132144,0.131155,-0.025,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11412,'Yeah, no. I don\" mind tweetin\" that twice.  #blm #likeThat',anger,0,0,1,0,0,1,-1,2.607,-1.875,0.393,-3.642,0,0,0,0,0,0,0,1,0,1,0.874994,0.308195,0.957644,0.813451,0.223531,0.430741,0.26464,0.391105,3.899332,0.745979,0.504851,0,0.326993,0.095018,0,1.139271,0.821649,0,0.239137,-0.510417,0,0,1,-0,-0,-0,-0,-0,-0,-1,-0,0,0
2017-En-40987,'@ashleighjessica @zacflint1 I\"d give that pout the firm D',anger,2,0,1,0,1,0,0,1.581,-1.356,0.658,-1.992,0,0,0,0,0,0,0,0,0,0,0.961196,0.527203,0.75829,0.793993,0.456335,0.44266,0.446942,0.66755,3.104736,1.32482,1.188957,0,0.088092,0.401356,0,0,0,0.302438,0.014701,-0.490164,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11451,'Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol',anger,2,0,3,0,3,3,-8,0.955,-6.504,2.746,-6.514,2,0,1,1,0,1,0,0,2,0,1.514968,0.748386,1.759636,1.400837,0.536741,1.14935,0.664115,0.820742,5.259043,1.367962,3.435611,0.151824,2.35232,0.6341,0.347775,0,1.004507,0.109993,0.114025,-2.0625,0,0,0,2,1,1,0,1,0,0,0,1,1
