StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q91,Q93,Q3.1,Q3.2,Q4.2,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q8.1_1,Q8.1_2,Q8.1_3,Q8.1_4,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q11.1_1,Q11.1_2,Q11.1_3,Q11.1_4,Q12.1_1,Q12.1_2,Q12.1_3,Q12.1_4,Q13.1_1,Q13.1_2,Q13.1_3,Q13.1_4,Q14.1_1,Q14.1_2,Q14.1_3,Q14.1_4,Q15.1_1,Q15.1_2,Q15.1_3,Q15.1_4,Q16.1_1,Q16.1_2,Q16.1_3,Q16.1_4,Q17.1_1,Q17.1_2,Q17.1_3,Q17.1_4,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q19.1_1,Q19.1_2,Q19.1_3,Q19.1_4,Q20.1_1,Q20.1_2,Q20.1_3,Q20.1_4,Q21.1_1,Q21.1_2,Q21.1_3,Q21.1_4,Q22.1_1,Q22.1_2,Q22.1_3,Q22.1_4,Q23.1_1,Q23.1_2,Q23.1_3,Q23.1_4,Q24.1_1,Q24.1_2,Q24.1_3,Q24.1_4,Q25.1_1,Q25.1_2,Q25.1_3,Q25.1_4,Q26.1_1,Q26.1_2,Q26.1_3,Q26.1_4,Q27.1_1,Q27.1_2,Q27.1_3,Q27.1_4,Q28.1_1,Q28.1_2,Q28.1_3,Q28.1_4,Q29.1_1,Q29.1_2,Q29.1_3,Q29.1_4,Q30.1_1,Q30.1_2,Q30.1_3,Q30.1_4,Q31.1_1,Q31.1_2,Q31.1_3,Q31.1_4,Q32.1_1,Q32.1_2,Q32.1_3,Q32.1_4,Q33.1_1,Q33.1_2,Q33.1_3,Q33.1_4,Q34.1_1,Q34.1_2,Q34.1_3,Q34.1_4,Q35.1_1,Q35.1_2,Q35.1_3,Q35.1_4,Q36.1_1,Q36.1_2,Q36.1_3,Q36.1_4,Q37.1_1,Q37.1_2,Q37.1_3,Q37.1_4,Q38.1_1,Q38.1_2,Q38.1_3,Q38.1_4,Q39.1_1,Q39.1_2,Q39.1_3,Q39.1_4,Q40.1_1,Q40.1_2,Q40.1_3,Q40.1_4,Q41.1_1,Q41.1_2,Q41.1_3,Q41.1_4,Q42.1_1,Q42.1_2,Q42.1_3,Q42.1_4,Q43.1_1,Q43.1_2,Q43.1_3,Q43.1_4,Q44.1_1,Q44.1_2,Q44.1_3,Q44.1_4,Q45.1_1,Q45.1_2,Q45.1_3,Q45.1_4,Q46.1_1,Q46.1_2,Q46.1_3,Q46.1_4,Q47.1_1,Q47.1_2,Q47.1_3,Q47.1_4,Q48.1_1,Q48.1_2,Q48.1_3,Q48.1_4,Q49.1_1,Q49.1_2,Q49.1_3,Q49.1_4,Q50.1_1,Q50.1_2,Q50.1_3,Q50.1_4,Q51.1_1,Q51.1_2,Q51.1_3,Q51.1_4,Q52.1_1,Q52.1_2,Q52.1_3,Q52.1_4,Q53.1_1,Q53.1_2,Q53.1_3,Q53.1_4,Q54.1_1,Q54.1_2,Q54.1_3,Q54.1_4,Q55.1_1,Q55.1_2,Q55.1_3,Q55.1_4,Q56.1_1,Q56.1_2,Q56.1_3,Q56.1_4,Q57.1_1,Q57.1_2,Q57.1_3,Q57.1_4,Q58.1_1,Q58.1_2,Q58.1_3,Q58.1_4,Q59.1_1,Q59.1_2,Q59.1_3,Q59.1_4,Q60.1_1,Q60.1_2,Q60.1_3,Q60.1_4,Q61.1_1,Q61.1_2,Q61.1_3,Q61.1_4,Q62.1_1,Q62.1_2,Q62.1_3,Q62.1_4,Q63.1,Q63.2
21/04/2021 12:50,21/04/2021 13:03,IP Address,107.204.176.61,100,801,TRUE,21/04/2021 13:03,R_2Y9r26biDfEqibR,,,,,43.12049866,-89.35230255,anonymous,EN,"I agree to participate, begin the study",25 - 34,Extremely liberal,Female,Somewhat strongly,White,Interested,4 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",3,2,0,5,4,0,0,6,1,0,0,5,3,0,0,6,6,0,0,3,,,,,8,0,0,4,4,0,0,3,,,,,0,9,1,0,,,,,1,8,1,0,,,,,2,1,0,0,,,,,0,8,2,0,,,,,,,,,0,9,6,0,,,,,0,7,3,0,,,,,,,,,,,,,2,7,0,2,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,3,4,2,0,3,4,0,0,5,,,,,3,2,,4,,,,,0,9,2,0,,,,,5,0,0,1,,,,,,,,,6,4,0,3,0,7,0,2,0,6,0,2,7,6,4,5,0,6,0,0,,,,,5,1,0,2,0,5,0,0,,,,,,,,,,,,,1,9,0,0,,,,,1,5,4,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:04,IP Address,68.179.240.85,100,836,TRUE,21/04/2021 13:04,R_0V4kgQcMJtflo4N,,,,,35.60650635,-92.27420044,anonymous,EN,"I agree to participate, begin the study",45 - 54,Conservative,Male,Very strongly,White,Interested,Graduate degree,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",6,0,0,7,6,0,0,7,,,,,3,0,0,6,,,,,,,,,7,0,0,6,,,,,,,,,,,,,,,,,0,5,0,0,,,,,3,1,0,0,0,3,0,0,0,6,2,0,,,,,,,,,0,4,7,0,0,2,2,0,0,4,3,0,0,5,0,0,0,5,6,0,0,5,0,0,,,,,,,,,4,0,0,8,,,,,,,,,,,,,,,,,,,,,3,0,0,7,,,,,,,,,1,0,0,7,2,0,0,4,5,0,0,7,0,3,0,1,,,,,4,0,0,2,0,0,0,2,0,2,0,4,,,,,0,3,0,0,,,,,0,2,5,0,,,,,,,,,2,2,0,3,0,3,0,0,0,0,0,5,,,,,,,,,0,3,0,0,0,3,0,0,,,,,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:04,IP Address,160.72.94.4,100,807,TRUE,21/04/2021 13:04,R_241wmiZAgv0CTqH,,,,,42.65519714,-73.80200195,anonymous,EN,"I agree to participate, begin the study",18 - 24,Slightly liberal,Female,Very strongly,White,Somewhat interested,Some college,Independent,Democrats,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",6,0,0,7,,,,,,,,,7,0,0,8,,,,,,,,,2,0,0,9,5,0,0,7,0,7,5,0,,,,,2,2,2,8,,,,,0,9,7,0,,,,,0,3,2,2,,,,,,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,4,0,0,7,6,0,0,4,4,0,0,10,0,0,0,0,,,,,,,,,7,0,0,6,4,0,0,8,0,3,0,0,9,0,0,4,0,5,8,0,,,,,3,0,0,4,,,,,0,0,0,0,,,,,0,0,0,0,0,6,5,1,0,4,8,0,0,0,0,0,,,,,0,1,0,0,0,4,1,0,,,,,,,,,0,7,6,,,,,,,,,,,,,,0,2,0,0,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:04,IP Address,73.110.34.56,100,850,TRUE,21/04/2021 13:04,R_1MKaMU2bbkWiTJB,,,,,41.50920105,-87.59380341,anonymous,EN,"I agree to participate, begin the study",35 - 44,Extremely liberal,Female,Very strongly,White,Very interested,Some college,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",8,7,2,6,,,,,2,6,0,10,10,10,0,10,,,,,,,,,10,0,0,9,7,9,0,8,1,9,0,0,,,,,,,,,,,,,0,9,0,0,,,,,1,9,0,0,1,9,0,1,,,,,2,8,1,0,0,8,1,0,,,,,,,,,,,,,,,,,0,9,0,0,,,,,,,,,,,,,,,,,,,,,10,0,0,8,6,8,0,10,1,7,0,0,9,9,0,7,7,5,0,7,1,9,0,7,0,2,0,6,,,,,,,,,,,,,0,9,4,0,,,,,3,7,0,1,1,8,0,1,1,7,1,0,,,,,,,,,,,,,,,,,0,9,0,0,,,,,0,8,0,0,0,0,0,0,0,9,0,0,,,,,,,,,0,9,0,0,5,1,0,0,5,1,0,0,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:05,IP Address,104.35.170.65,100,876,TRUE,21/04/2021 13:05,R_1mUzQzRI5feWFQA,,,,,34.14830017,-118.0016022,anonymous,EN,"I agree to participate, begin the study",55 - 64,Conservative,Female,Somewhat strongly,White,Somewhat interested,High school graduate,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",7,0,0,6,,,,,,,,,,,,,,,,,3,0,0,7,,,,,7,0,0,5,6,3,2,0,1,8,4,0,,,,,,,,,,,,,6,2,0,4,0,8,5,0,,,,,3,8,5,0,,,,,,,,,2,6,4,0,2,8,6,0,4,1,1,2,,,,,,,,,6,1,0,5,6,0,0,6,,,,,4,0,0,8,5,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,6,2,1,0,4,7,0,0,7,,,,,,,,,,,,,6,3,2,3,4,0,0,6,1,7,5,2,4,6,1,2,2,8,4,1,0,8,7,0,0,7,5,0,,,,,,,,,,,,,4,2,0,3,2,6,2,0,,,,,2,5,4,0,2,8,1,0,,,,,1,8,6,0,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:05,IP Address,172.58.110.226,100,884,TRUE,21/04/2021 13:05,R_3MoPYl0SwLBEAwm,,,,,32.82659912,-96.7888031,anonymous,EN,"I agree to participate, begin the study",35 - 44,Moderate,Male,Very strongly,Black or African American,Somewhat interested,4 year degree,Independent,Democrats,"Anger: How angry is the Tweet?,Trust: How angry is the Tweet?",2,8,1,6,,,,,1,4,2,8,,,,,,,,,,,,,6,4,2,2,,,,,7,5,4,5,6,5,4,6,6,2,3,5,2,5,5,1,7,2,5,2,,,,,,,,,,,,,,,,,7,8,2,3,,,,,,,,,2,6,8,1,,,,,,,,,3,8,3,6,,,,,6,3,1,5,6,2,1,7,9,1,3,4,3,2,2,6,,,,,,,,,,,,,8,1,3,4,4,4,5,4,,,,,4,8,5,4,8,4,5,7,3,5,7,6,,,,,2,4,8,1,2,3,2,3,4,6,2,3,,,,,7,3,5,3,,,,,,,,,5,7,7,1,,,,,,,,,,,,,5,6,4,4,4,5,3,3,,,,,4,4,3,4,4,8,2,2,,,,,,,,,8,3,1,4,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:05,IP Address,96.57.65.98,100,931,TRUE,21/04/2021 13:05,R_22qMUXma0FeKbjS,,,,,40.82749939,-73.12249756,anonymous,EN,"I agree to participate, begin the study",35 - 44,Moderate,Male,Very strongly,White,Somewhat interested,Some college,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",,,,,5,0,0,6,0,0,0,8,,,,,1,0,0,7,3,0,0,8,,,,,1,0,0,5,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0,3,2,0,0,0,0,1,0,3,2,0,,,,,0,6,7,0,,,,,,,,,2,1,0,0,0,5,1,0,,,,,0,0,0,5,,,,,,,,,,,,,,,,,1,0,0,6,2,0,0,9,,,,,,,,,1,0,0,6,,,,,0,0,0,4,,,,,2,0,0,4,,,,,0,7,2,0,2,0,0,2,1,0,0,4,1,0,0,2,,,,,,,,,1,4,0,0,,,,,,,,,,,,,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,4,1,0,,,,,1,0,0,3,0,2,2,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:06,IP Address,73.71.117.187,100,970,TRUE,21/04/2021 13:06,R_2zwEhT5b7TOtaGC,,,,,37.2507019,-121.8359985,anonymous,EN,"I agree to participate, begin the study",25 - 34,Liberal,Male,Very strongly,Asian,Not very interested,4 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",5,,0,7,2,0,0,7,,,,,0,0,0,7,5,0,0,7,0,0,0,6,3,0,0,8,,,,,0,5,3,0,,,,,1,0,0,6,,,,,0,3,3,0,,,,,,,,,,,,,,,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,0,7,0,0,3,0,0,8,3,0,0,3,,,,,3,0,0,9,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,2,0,0,7,,,,,0,0,0,6,1,0,0,9,,,,,4,0,0,6,2,0,0,5,2,0,,6,,,,,,,,,0,3,3,0,,,,,0,0,0,0,0,7,4,0,0,2,0,4,0,3,0,0,,,,,,,,,0,7,6,0,,,,,0,2,1,4,0,3,0,0,0,3,0,5,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:09,IP Address,71.223.157.149,100,1127,TRUE,21/04/2021 13:09,R_2V4NgNDbrSNB0YG,,,,,33.5657959,-112.1724014,anonymous,EN,"I agree to participate, begin the study",55 - 64,Conservative,Female,Very strongly,White,Very interested,Some college,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,2,2,1,10,,,,,8,1,1,6,,,,,,,,,,,,,,,,,,,,,5,4,0,7,,,,,1,10,1,1,,,,,1,8,1,1,,,,,,,,,,,,,,,,,1,9,2,1,,,,,,,,,4,8,3,1,1,9,1,1,5,2,1,5,,,,,5,7,1,8,2,1,1,10,1,1,0,2,4,6,1,5,10,1,1,10,1,9,4,1,5,1,1,6,,,,,8,6,0,5,,,,,,,,,9,2,1,6,1,8,1,1,,,,,8,3,1,1,3,4,1,2,1,3,1,4,,,,,4,6,1,2,1,6,2,1,,,,,1,7,3,1,1,8,5,1,,,,,2,10,1,1,,,,,1,7,1,1,,,,,1,5,1,2,,,,,1,10,5,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:09,IP Address,73.131.44.101,100,1133,TRUE,21/04/2021 13:09,R_2ZPMSz54rTNT2IW,,,,,32.82150269,-80.05680084,anonymous,EN,"I agree to participate, begin the study",35 - 44,Liberal,Female,Somewhat strongly,White,Not very interested,Graduate degree,Independent,Democrats,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,10,0,0,10,,,,,10,3,0,10,7,0,0,10,10,0,0,10,,,,,3,4,1,0,1,6,0,0,,,,,,,,,1,4,0,0,,,,,,,,,,,,,2,9,0,1,3,4,0,0,,,,,,,,,,,,,5,5,0,0,,,,,1,6,1,1,,,,,4,1,0,6,,,,,9,5,0,10,,,,,2,2,0,2,,,,,0,3,0,0,7,2,0,8,,,,,,,,,2,5,0,6,5,3,0,9,,,,,,,,,,,,,10,5,0,3,2,8,0,3,7,3,1,5,3,3,0,9,2,6,0,1,3,7,2,3,,,,,4,10,0,2,5,7,0,1,3,2,0,4,,,,,,,,,,,,,,,,,,,,,3,2,2,1,9,2,0,4,6,3,0,1,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:51,21/04/2021 12:58,IP Address,108.91.187.115,100,414,TRUE,21/04/2021 12:58,R_3ixlrYuqDeJ8KWg,,,,,43.04750061,-87.89640045,anonymous,EN,"I agree to participate, begin the study",25 - 34,Liberal,Male,Very strongly,Black or African American,Somewhat interested,Graduate degree,Democrat,,"Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?",,,,,,,,,,,,,5,1,2,6,,,,,4,5,3,4,,,,,,,,,4,5,2,3,,,,,,,,,,,,,7,3,2,3,,,,,,,,,3,8,2,3,3,2,2,2,2,1,2,1,,,,,0,0,1,2,,,,,1,1,1,1,,,,,1,1,1,1,,,,,,,,,,,,,2,3,2,6,2,4,2,6,3,4,2,5,2,5,7,3,3,5,3,2,,,,,,,,,4,3,2,7,,,,,,,,,3,1,0,6,4,5,4,5,4,2,4,5,,,,,4,2,5,5,3,3,2,3,3,1,3,2,,,,,,,,,7,3,4,7,2,1,3,5,3,5,3,7,,,,,,,,,,,,,3,2,3,3,3,5,3,5,2,2,2,2,6,2,3,3,2,2,1,2,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:51,21/04/2021 13:03,IP Address,99.127.187.142,100,690,TRUE,21/04/2021 13:03,R_23ZS8WYKZZF3gAr,,,,,33.98750305,-81.00250244,anonymous,EN,"I agree to participate, begin the study",45 - 54,Liberal,Male,Somewhat strongly,White,Interested,Graduate degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,0,0,0,7,,,,,0,0,0,7,,,,,,,,,,,,,,,,,0,2,0,1,,,,,2,7,3,0,,,,,3,2,0,1,,,,,0,5,5,0,,,,,2,4,0,4,0,5,5,0,,,,,,,,,0,1,0,0,0,5,2,0,0,2,1,0,,,,,0,0,0,6,1,0,0,7,,,,,,,,,,,,,0,0,0,8,0,2,1,0,2,0,0,8,0,0,0,7,1,0,0,5,0,0,0,4,,,,,,,,,,,,,0,3,6,0,,,,,7,0,0,5,0,0,0,3,0,0,2,5,,,,,,,,,,,,,,,,,0,5,0,2,,,,,0,1,1,0,0,0,0,3,0,1,1,0,0,6,5,0,0,0,0,2,,,,,,,,,8,0,0,7,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:51,21/04/2021 13:12,IP Address,162.210.194.35,100,1311,TRUE,21/04/2021 13:12,R_D64JIdCF4YOWP9D,,,,,38.8921051,-77.25219727,anonymous,EN,"I agree to participate, begin the study",25 - 34,Liberal,Male,Very strongly,White,Interested,Some graduate training,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,5,2,0,8,,,,,8,0,0,9,,,,,8,2,0,7,7,0,0,9,3,9,1,1,,,,,,,,,,,,,0,7,1,0,,,,,6,7,0,3,,,,,1,8,5,0,,,,,0,7,7,0,0,8,2,0,,,,,,,,,,,,,,,,,9,0,0,8,,,,,7,1,0,8,4,0,0,7,7,3,0,9,,,,,4,0,0,8,,,,,5,0,0,9,,,,,,,,,6,0,0,9,,,,,,,,,0,8,8,0,,,,,8,0,0,4,0,6,1,0,0,8,3,0,,,,,2,8,5,0,,,,,4,0,0,8,,,,,,,,,5,2,0,7,0,5,2,0,0,4,0,1,5,3,0,2,0,9,8,0,,,,,0,8,0,1,0,7,2,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:51,21/04/2021 13:33,IP Address,174.55.89.139,100,2478,TRUE,21/04/2021 13:33,R_3irPUYDUrrOTgtk,,,,,39.74229431,-76.68409729,anonymous,EN,"I agree to participate, begin the study",35 - 44,Liberal,Female,Very strongly,White,Somewhat interested,4 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",10,0,0,10,,,,,,,,,3,0,0,10,6,0,0,10,0,0,0,10,,,,,0,0,0,10,,,,,0,7,0,0,0,0,0,10,,,,,,,,,6,0,0,3,,,,,0,9,4,0,,,,,0,9,0,0,0,9,9,0,,,,,,,,,0,0,0,0,0,10,6,0,,,,,,,,,,,,,,,,,,,,,5,0,0,10,0,0,0,10,,,,,,,,,,,,,9,,0,10,,,,,,,,,,,,,,,,,,,,,0,10,10,0,7,0,0,4,,,,,3,0,0,8,0,0,0,9,0,7,5,0,,,,,4,8,0,5,,,,,,,,,6,0,0,6,0,6,0,0,3,0,0,5,,,,,0,10,10,0,6,0,0,0,0,4,0,0,0,8,9,0,5,1,0,5,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:52,21/04/2021 13:04,IP Address,73.224.212.236,100,701,TRUE,21/04/2021 13:04,R_29b8HYwoHb8YS5R,,,,,29.66690063,-81.65789795,anonymous,EN,"I agree to participate, begin the study",55 - 64,Conservative,Male,Somewhat strongly,White,Very interested,4 year degree,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",10,0,0,10,,,,,,,,,7,1,1,7,,,,,1,6,1,8,,,,,,,,,,,,,2,7,3,0,,,,,2,5,4,0,,,,,7,1,0,1,0,6,1,1,1,6,6,1,2,5,4,3,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,10,0,0,10,8,1,1,6,8,1,1,8,,,,,6,1,1,7,,,,,,,,,1,4,4,1,,,,,,,,,,,,,5,0,0,6,8,1,1,8,7,0,0,7,5,1,1,6,0,5,3,0,1,3,1,1,,,,,5,1,1,6,,,,,5,1,1,5,2,1,1,5,1,7,6,0,0,5,4,0,0,5,2,2,,,,,,,,,,,,,1,3,3,1,0,7,5,0,1,6,2,0,,,,,,,,,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:53,21/04/2021 13:04,IP Address,35.142.246.155,100,641,TRUE,21/04/2021 13:04,R_BLBRnMkZ4G6n5Lj,,,,,28.30220032,-82.62640381,anonymous,EN,"I agree to participate, begin the study",65 - 74,Extremely conservative,Female,Very strongly,White,Somewhat interested,Some college,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",6,7,3,8,,,,,2,1,1,8,,,,,,,,,,,,,9,1,3,9,7,1,3,9,3,8,6,0,,,,,,,,,,,,,3,8,5,0,,,,,,,,,,,,,5,7,3,2,,,,,0,8,8,0,0,6,5,0,,,,,,,,,,,,,,,,,0,0,0,9,,,,,2,1,2,8,0,8,6,8,4,2,1,7,3,6,4,8,6,2,0,8,,,,,1,1,1,8,5,2,1,7,,,,,,,,,5,2,1,3,,,,,1,4,4,3,2,8,8,1,5,1,1,3,,,,,,,,,1,9,5,2,,,,,,,,,1,9,6,1,2,6,2,1,1,7,4,4,,,,,2,6,2,1,,,,,0,5,1,0,1,8,8,1,1,4,1,1,,,,,,,,,2,5,4,6,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:54,21/04/2021 13:03,IP Address,67.83.158.146,100,560,TRUE,21/04/2021 13:03,R_2bPsqf8qHL3eQGY,,,,,41.14619446,-73.99659729,anonymous,EN,"I agree to participate, begin the study",25 - 34,Conservative,Male,Very strongly,White,Very interested,4 year degree,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: How angry is the Tweet?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,1,7,2,0,0,5,0,0,,,,,0,7,0,0,3,6,0,0,,,,,0,5,0,0,,,,,0,8,2,0,0,8,5,0,,,,,,,,,0,8,0,0,,,,,,,,,0,0,0,8,2,0,0,6,,,,,0,0,0,8,0,0,0,9,7,0,0,8,,,,,0,6,3,0,3,0,0,8,2,2,0,6,,,,,6,0,0,8,3,0,0,9,7,0,0,8,,,,,,,,,4,1,0,5,,,,,1,6,0,8,3,5,0,7,0,7,0,0,0,7,0,1,6,8,0,7,,,,,,,,,4,6,0,0,0,6,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,0,4,0,0,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:54,21/04/2021 13:05,IP Address,64.188.179.237,100,666,TRUE,21/04/2021 13:05,R_30qxRE6AesxIbyr,,,,,37.25230408,-107.0384979,anonymous,EN,"I agree to participate, begin the study",25 - 34,Slightly liberal,Male,Very strongly,White,Very interested,Less than high school,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,7,,,,,,,,,,,,6,,10,,,,,1,8,,8,,,,,,,,,,,,,,,,,10,0,,10,,,,,,,,,10,,,,,,,,,,,,,6,4,,,,,,,3,,,,10,,,,,,,,9,,,,,,,,8,,,10,,,,,,,,1,,,,8,1,,10,0,7,1,5,2,,,,,,,,,,,,,,,,9,,0,10,,,,,,,,10,1,0,,10,10,,,10,,,,,,10,4,,,,,,,,,,,,,,,10,,,,10,,,,,,,,7,,1,,1,,,,,,,,10,,,,,,,10,0,,,,,,,,,4,,,8,,,,10,,,,,,,,10,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:54,21/04/2021 13:31,IP Address,73.157.157.184,100,2220,TRUE,21/04/2021 13:31,R_SMJ0tljHXcEXQlz,,,,,45.40849304,-122.7980957,anonymous,EN,"I agree to participate, begin the study",35 - 44,Slightly liberal,Male,Somewhat strongly,White,Somewhat interested,4 year degree,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?",,,,,9,2,0,10,4,0,0,8,5,0,0,9,8,0,0,10,3,2,0,10,,,,,4,0,0,9,,,,,,,,,,,,,,,,,2,7,1,0,6,3,0,2,,,,,,,,,3,5,0,7,,,,,,,,,3,9,1,6,,,,,,,,,,,,,6,8,0,0,,,,,3,0,0,1,,,,,,,,,,,,,8,7,0,8,6,0,0,10,1,8,5,0,,,,,0,6,0,0,0,0,0,6,3,0,0,6,,,,,4,0,0,5,,,,,0,10,5,0,0,1,1,1,6,1,0,1,0,4,0,0,0,2,0,6,1,1,,1,0,5,0,0,,,,,0,8,5,0,0,7,0,0,2,2,0,0,,,,,,,,,,,,,0,8,5,0,,,,,,,,,,,,,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
